text_clean,label
Coma is worse than death.,-1
"Thank you Dr Dhand for your quite right, honest and transparent response on these kinds of dishonest Medical Health related issues, Governments, Media, Institutional and I believe Pharmaceutical pushed biases for their own corporate gains, benefits and financial prosperity above Humanities Health priorities. We saw this from the COVID vaccinations the deaths and damage caused to many (non-vulnerable category) people and youths that were covered-up, and now being sued as a consequence. They lack declaring and/or mis-direct ling on the truths, scientific facts and statistical research.",-1
I agree with you 100%,1
Had the flu shot within 3 days my face had swollen and I struggled to breath Ended up in hospital for 5 days on steroids and nebuliser … still struggling to breath properly Never again,-1
Thank you for working so hard to help us improve and maintain good health ... MUCH APPRECIATED!!!!!,-1
"My husband ended up in hospital AFTER having the flu shot. Not once, but two years running - because the doctor talked him into having it the second year! Never again.",-1
Of course they are….and have convinced corporations that in order to go to work you must have a flu vaccine….,0
"I am definitely re-considering these shots and have taken action to safely get myself off medication. Querying their efficacy, if any? I am enjoying taking back control of my health. As I go through the motions of my lifestyle changes, next to 'TELLING' my GP to reduce the dosage of my BP medication, I got myself a beautiful active pure bred Golden Retriever pup. And, what a marked difference he's made to my life and sense of wellbeing. The best medicine!",1
I agree,1
Everyone who went into VA hospital during that period had covid. Even if they went in for a broken arm. VA got an extra $2000 for every diagnosis.,-1
"Never got a flu shot. Smelled like a profit making scheme from the beginning. Even worse, it smelled like a way to get rid of people.",-1
"Gaslighting medical propaganda, no one concerned about their health will ever trust Governments again after the covid BS",-1
"Da me si chiamano SOLDI, questo è il motivo del perché si mente",0
Doctors are just trained to look in a certain direction that also happens to benefit the ones who designed the training.,1
You can take oregano oil .. keeps me healthy,1
"I got my shot today. But I have risk factors ! And my doctor had a long and individual talk with me about risks (many other vaccinations have lower risks) and benefits (which are not sooo big). So I had a chance to make a good decision. That is exactly, what I await from a good doctor.",1
"My husband opted not to take the current Covid shot in September, only the flu shot. I opted to take both Covid and flu due to some health issues. My husband recently was infected with Covid and within a few days, I came down with the same infection. So where was the protection from the Covid shot for me? Would there have only been a benefit if we both received the Covid vaccination? Would the same situation happened if it was the flu? I attest the failure of protection from the Covid shot to the overwhelming viral load that I was exposed to from my infected husband? If so, does medicine have the knowledge of such to advise patients about their risk even if vaccinated?",1
"if you belive the ""bbc/government"",, you deserve everything you get.",0
"He looks 60, not 42",0
I am 80 and have never had a flu’ shot. When flu’ comes round I get a sore throat for a few days and my body fights it off. I have spent my entire life developing a very strong immune system. Pharma doesn’t want you to do this and few are educated as to how.,-1
"Frankly, I’d be more impressed if you weren’t trying to sell me stuff.",1
The last time I got the flu shot I got the flu.,-1
I didn't take the jab in 2020-21. I read that a jab/flu cocktail shot is in the works. I no longer trust flu shots. I'll trust God to bring me through flu and colds🙏🏼✝️,-1
would you put aluminum and or mercury in your system . I wouldnt !!!!!!!!!!,-1
"Never believed them an untested shot, the pressure they put on everyone to put that sh.. in my body . They have no right to force anyone to put that crap in my body . It made too many people sick, and many died . But nothing too do with the shot . But then it's two then three . Can't trust our leaders haven't been able to trust our medical system anymore either . They corrupted the actual count of deaths from covid instead of the shot",-1
Glad I tookyour word for it during the Covid lies you an many other Dr's are still paying the price never give up hats off too you all 🎩👏👏👏👏👏,-1
Doc...your getting younger n younger looking!,0
They are passing new law in BC to keep integrity of the system. Integrity has 2 definitions. If the health care system is in good condition both definitions are true. If there is corruption or something fundamentally broken in the system then these definitions are now are at odds. If the entire system wamts to act with integrity like the integrity of supoirt beam then everyone agrees to follow procedureds and conduct in the same way. This should be the best option for the patirnt and then moral integrity is also true. When there is corruption or bad policy and now the trearment that is being given to the patient is not the best choice and this procefure or medication may have serious risks. It brcomes obvious when the underlying motivation behind these policies is imoney. One treatment is bad ior won't help the patient but results in a massive increase in pay or bonuses so it is favorable in a financial sense. The patient remsins sick,-1
